Source,Target,Type
1680227,1493401,Undirected
1680227,1153617,Undirected
1680227,1566531,Undirected
1680227,1795742,Undirected
1680227,1398603,Undirected
1680227,1771191,Undirected
1680227,1712573,Undirected
1680227,1463585,Undirected
1680227,1884618,Undirected
1680227,1108175,Undirected
2018925,1910166,Undirected
2018925,1561258,Undirected
2018925,1737656,Undirected
2018925,1752925,Undirected
2018925,1488565,Undirected
2018925,1546768,Undirected
1880954,1520341,Undirected
1880954,1147450,Undirected
1880954,2130182,Undirected
1880954,1481513,Undirected
1880954,1868753,Undirected
1880954,1625688,Undirected
1880954,1074135,Undirected
1880954,1719700,Undirected
1880954,1057235,Undirected
1880954,1008584,Undirected
1880954,1747095,Undirected
1880954,1648677,Undirected
1880954,1945632,Undirected
1880954,1108175,Undirected
1255871,1689490,Undirected
1255871,1985366,Undirected
1255871,1022353,Undirected
1255871,1369164,Undirected
1255871,1662444,Undirected
1255871,1820513,Undirected
1255871,1479984,Undirected
1255871,1173495,Undirected
1255871,1670268,Undirected
1255871,1896069,Undirected
1255871,1592498,Undirected
2030865,2043007,Undirected
2030865,1747507,Undirected
2030865,1078999,Undirected
2030865,1347122,Undirected
2030865,1289129,Undirected
2030865,1355965,Undirected
2030865,1747894,Undirected
2030865,1961262,Undirected
2030865,1128196,Undirected
2030865,1889808,Undirected
2030865,1420952,Undirected
2030865,1712573,Undirected
2030865,1003430,Undirected
2030865,1093702,Undirected
2030865,1319832,Undirected
2030865,1398603,Undirected
2030865,1701804,Undirected
1481513,2140534,Undirected
1481513,1325246,Undirected
1481513,1391306,Undirected
1481513,1569396,Undirected
1481513,1204882,Undirected
1481513,1719700,Undirected
1481513,1431374,Undirected
1481513,1514009,Undirected
1481513,1174503,Undirected
1481513,1173495,Undirected
1481513,1585395,Undirected
1481513,1978005,Undirected
1825044,1586157,Undirected
1825044,1479984,Undirected
1825044,2051613,Undirected
1825044,1465267,Undirected
1825044,1631715,Undirected
1825044,1999852,Undirected
1825044,1858317,Undirected
1825044,1694703,Undirected
1825044,1755148,Undirected
1825044,1325815,Undirected
1825044,1712573,Undirected
1825044,1294198,Undirected
1825044,1008440,Undirected
1825044,1991556,Undirected
1825044,1319832,Undirected
1511687,1955377,Undirected
1511687,1701713,Undirected
1511687,1637136,Undirected
1511687,1807697,Undirected
1511687,2098118,Undirected
1511687,2175553,Undirected
1511687,1943540,Undirected
1511687,1646923,Undirected
1511687,1149738,Undirected
1511687,1815731,Undirected
1511687,1403950,Undirected
1511687,1325246,Undirected
1511687,1658169,Undirected
1511687,1995593,Undirected
1159053,1773686,Undirected
1159053,2080950,Undirected
1159053,1377722,Undirected
1159053,1375110,Undirected
1159053,2173730,Undirected
1159053,2067576,Undirected
1159053,1617497,Undirected
1159053,2031535,Undirected
1159053,1697245,Undirected
1159053,1193138,Undirected
1159053,1762520,Undirected
1159053,2075823,Undirected
2137884,1311023,Undirected
2137884,1081130,Undirected
2137884,1086771,Undirected
2137884,1795742,Undirected
2137884,1008584,Undirected
2137884,2162755,Undirected
2137884,1286996,Undirected
2137884,1113322,Undirected
2137884,1571011,Undirected
2137884,2010805,Undirected
2137884,1569396,Undirected
2137884,1193138,Undirected
2090907,1534221,Undirected
2090907,1437855,Undirected
2090907,1085083,Undirected
2090907,1392009,Undirected
2090907,1555238,Undirected
2090907,1407777,Undirected
2090907,1282888,Undirected
2090907,1042425,Undirected
2090907,1268773,Undirected
2090907,1321655,Undirected
2090907,1385524,Undirected
2021059,1479984,Undirected
2021059,1167685,Undirected
2021059,1823731,Undirected
2021059,1943540,Undirected
2021059,1547052,Undirected
2021059,1174503,Undirected
2021059,1975936,Undirected
2021059,1784644,Undirected
2021059,1377722,Undirected
2021059,1003430,Undirected
2021059,1898397,Undirected
2021059,2044224,Undirected
2021059,1882708,Undirected
2098579,1597007,Undirected
2098579,2061171,Undirected
2098579,2031265,Undirected
2098579,1801356,Undirected
2098579,1376521,Undirected
2098579,2031953,Undirected
2098579,1355965,Undirected
2098579,1840783,Undirected
2098579,2068096,Undirected
1719700,2124070,Undirected
1719700,1170582,Undirected
1719700,1753775,Undirected
1719700,2063763,Undirected
1719700,1890890,Undirected
1719700,1804800,Undirected
1719700,1585395,Undirected
1719700,1167405,Undirected
1719700,1535505,Undirected
1719700,1004373,Undirected
1719700,1308631,Undirected
1719700,2007967,Undirected
1719700,1621309,Undirected
2118121,1483150,Undirected
2118121,1221712,Undirected
2118121,1670268,Undirected
2118121,1985366,Undirected
2118121,1762520,Undirected
2118121,2128120,Undirected
2118121,1888812,Undirected
2118121,1611414,Undirected
2118121,1577688,Undirected
2118121,1693988,Undirected
2118121,1585524,Undirected
2118121,1701598,Undirected
2118121,1573361,Undirected
2118121,1536503,Undirected
2118121,1292198,Undirected
2118121,1167405,Undirected
1631715,1888812,Undirected
1631715,1694703,Undirected
1631715,1884618,Undirected
1631715,1316172,Undirected
1631715,1237604,Undirected
1631715,2012662,Undirected
1631715,1481788,Undirected
1631715,1125782,Undirected
1631715,1741928,Undirected
1631715,1178027,Undirected
1631715,1347122,Undirected
1631715,1176459,Undirected
1631715,1391306,Undirected
1631715,1525555,Undirected
1631715,1831481,Undirected
1631715,2176354,Undirected
1631715,1317068,Undirected
1631715,1655347,Undirected
2124070,1288482,Undirected
2124070,1371959,Undirected
2124070,1706163,Undirected
2124070,1005926,Undirected
2124070,1779608,Undirected
2124070,1902104,Undirected
2124070,1534221,Undirected
2124070,1086771,Undirected
2124070,1614155,Undirected
2124070,1022353,Undirected
2124070,1762484,Undirected
2124070,1865982,Undirected
2124070,1645235,Undirected
2124070,1385524,Undirected
1005535,2155984,Undirected
1005535,1701666,Undirected
1005535,1321655,Undirected
1005535,2186668,Undirected
1005535,1325815,Undirected
1005535,1078798,Undirected
1005535,1747095,Undirected
1005535,1721523,Undirected
1005535,1163000,Undirected
1005535,1586157,Undirected
1005535,1611414,Undirected
1005535,1195428,Undirected
1005535,1497191,Undirected
1593681,1045893,Undirected
1593681,1421203,Undirected
1593681,1479984,Undirected
1593681,2073956,Undirected
1593681,1334839,Undirected
1593681,1620428,Undirected
1593681,2002497,Undirected
1593681,1135231,Undirected
1593681,1996227,Undirected
1281713,1258119,Undirected
1281713,1068855,Undirected
1281713,1152532,Undirected
1281713,1889808,Undirected
1281713,1828821,Undirected
1281713,2143747,Undirected
1281713,1140095,Undirected
1281713,1483111,Undirected
1281713,2185328,Undirected
1281713,1710550,Undirected
1081130,1013431,Undirected
1081130,1725539,Undirected
1081130,1865982,Undirected
1081130,1182124,Undirected
1081130,1697464,Undirected
1081130,1411371,Undirected
1081130,1488565,Undirected
1081130,1355995,Undirected
1081130,1285829,Undirected
1081130,2099749,Undirected
1081130,2089260,Undirected
1156925,1481788,Undirected
1156925,1167405,Undirected
1156925,1919773,Undirected
1156925,1631428,Undirected
1156925,1731818,Undirected
1156925,1555238,Undirected
1156925,1834174,Undirected
1156925,1264879,Undirected
1156925,1863423,Undirected
1156925,1976549,Undirected
1156925,1315260,Undirected
1156925,1801023,Undirected
1156925,1097951,Undirected
1918795,1621309,Undirected
1918795,1820520,Undirected
1918795,1165464,Undirected
1918795,2157205,Undirected
1918795,2051613,Undirected
1918795,1391659,Undirected
1918795,1121415,Undirected
1918795,1659825,Undirected
1918795,1140095,Undirected
1918795,1241845,Undirected
1918795,2178853,Undirected
1918795,1708745,Undirected
1918795,2143747,Undirected
1918795,1828821,Undirected
1646923,1103614,Undirected
1646923,1148138,Undirected
1646923,1706163,Undirected
1646923,1546931,Undirected
1646923,1637763,Undirected
1646923,1781497,Undirected
1646923,1210370,Undirected
1646923,1915187,Undirected
1646923,1092657,Undirected
1646923,1152532,Undirected
1646923,1978005,Undirected
1646923,1645235,Undirected
1646923,1904812,Undirected
1050563,1543191,Undirected
1050563,1580494,Undirected
1050563,1703036,Undirected
1050563,1032940,Undirected
1050563,1454350,Undirected
1050563,1933066,Undirected
1050563,1140095,Undirected
1050563,1924855,Undirected
1050563,1162646,Undirected
1050563,1104789,Undirected
1050563,1346608,Undirected
1050563,1092657,Undirected
1755148,1008903,Undirected
1755148,1368444,Undirected
1755148,1866678,Undirected
1755148,1244243,Undirected
1755148,1292198,Undirected
1755148,1158926,Undirected
1755148,1086771,Undirected
1755148,1055477,Undirected
1755148,1472602,Undirected
1755148,1820520,Undirected
1755148,1302878,Undirected
1755148,1135231,Undirected
1149738,1670268,Undirected
1149738,1167685,Undirected
1149738,1374867,Undirected
1149738,1831253,Undirected
1149738,1729215,Undirected
1149738,1889808,Undirected
1149738,1710550,Undirected
1149738,1804800,Undirected
1149738,1739167,Undirected
1149738,2031953,Undirected
1149738,1148483,Undirected
1453436,1325815,Undirected
1453436,1173495,Undirected
1453436,1232874,Undirected
1453436,1285249,Undirected
1453436,1168893,Undirected
1453436,1918740,Undirected
1453436,1450343,Undirected
1453436,1687670,Undirected
1453436,1193138,Undirected
1453436,1135231,Undirected
1453436,2024861,Undirected
1453436,1099282,Undirected
1453436,1317068,Undirected
1815731,1861518,Undirected
1815731,1153617,Undirected
1815731,1709864,Undirected
1815731,1355965,Undirected
1815731,2175553,Undirected
1815731,1193723,Undirected
1815731,1990692,Undirected
1815731,1119486,Undirected
1815731,1544108,Undirected
1815731,1943540,Undirected
1815731,1471758,Undirected
1734553,2176354,Undirected
1734553,1649297,Undirected
1734553,1108175,Undirected
1734553,1160275,Undirected
1734553,1276254,Undirected
1734553,1748246,Undirected
1734553,1769750,Undirected
1734553,1452402,Undirected
1734553,1706163,Undirected
1734553,1779005,Undirected
1734553,1745978,Undirected
1734553,1898397,Undirected
1734553,1139805,Undirected
1734553,1747507,Undirected
1734553,1710550,Undirected
1153617,2032903,Undirected
1153617,1898397,Undirected
1153617,1708594,Undirected
1153617,1930830,Undirected
1153617,1617497,Undirected
1153617,2114374,Undirected
1153617,1391306,Undirected
1286996,1167685,Undirected
1286996,2179423,Undirected
1286996,2024861,Undirected
1286996,1723935,Undirected
1286996,1779608,Undirected
1286996,1479984,Undirected
1286996,1200863,Undirected
1286996,1986493,Undirected
1286996,1738428,Undirected
1286996,1181500,Undirected
1286996,1377726,Undirected
1286996,2049261,Undirected
1286996,1697245,Undirected
1286996,1648453,Undirected
1286996,2105059,Undirected
1286996,1080515,Undirected
1286996,1910166,Undirected
1533133,1762520,Undirected
1533133,1128196,Undirected
1533133,1648453,Undirected
1533133,1703984,Undirected
1533133,1566913,Undirected
1533133,1472602,Undirected
1533133,1093617,Undirected
1533133,1592972,Undirected
1533133,1603012,Undirected
1533133,1616727,Undirected
1533133,1246023,Undirected
1533133,2173730,Undirected
1533133,1654590,Undirected
1694703,2028792,Undirected
1694703,1747507,Undirected
1694703,1162646,Undirected
1694703,1212864,Undirected
1694703,1791626,Undirected
1694703,2049261,Undirected
1694703,2007967,Undirected
1694703,1468478,Undirected
1694703,2132166,Undirected
1694703,2043007,Undirected
1694703,2069630,Undirected
1694703,1080515,Undirected
1694703,1546768,Undirected
1694703,1392135,Undirected
1263917,1030007,Undirected
1263917,1351019,Undirected
1263917,2190522,Undirected
1263917,1045893,Undirected
1263917,1374867,Undirected
1263917,1346608,Undirected
1263917,1176054,Undirected
1263917,1131979,Undirected
1263917,1867157,Undirected
1263917,1391659,Undirected
1263917,1840783,Undirected
1263917,1828434,Undirected
1263917,1620428,Undirected
1282888,2105059,Undirected
1282888,1062368,Undirected
1282888,2163680,Undirected
1282888,2082361,Undirected
1282888,1726534,Undirected
1282888,1030565,Undirected
1282888,1063447,Undirected
1282888,1316172,Undirected
1659825,1319832,Undirected
1659825,1346608,Undirected
1659825,1281048,Undirected
1659825,1995184,Undirected
1659825,2112232,Undirected
1659825,1658169,Undirected
1659825,1278254,Undirected
1659825,1561258,Undirected
1659825,2011045,Undirected
1659825,2053589,Undirected
1659825,2028792,Undirected
1659825,1799685,Undirected
1659825,1600228,Undirected
1659825,1795742,Undirected
1659825,1288482,Undirected
1703036,2082361,Undirected
1703036,1967937,Undirected
1703036,1055477,Undirected
1703036,1491829,Undirected
1703036,1769750,Undirected
1703036,1545854,Undirected
1703036,1397975,Undirected
1703036,2011045,Undirected
1703036,1004373,Undirected
1703036,2000396,Undirected
1703036,2127503,Undirected
1703036,1101046,Undirected
1703036,2052335,Undirected
1703036,1167405,Undirected
1703036,1488565,Undirected
1701666,1281048,Undirected
1701666,1415732,Undirected
1701666,1823731,Undirected
1701666,2089260,Undirected
1701666,1640665,Undirected
1701666,2094309,Undirected
1701666,1202595,Undirected
1701666,2049261,Undirected
1701666,1863423,Undirected
1701666,1376521,Undirected
1701666,1144069,Undirected
1722405,1995593,Undirected
1722405,1627979,Undirected
1722405,1332134,Undirected
1722405,2011647,Undirected
1722405,1431374,Undirected
1722405,2054042,Undirected
1722405,2063763,Undirected
1722405,1030565,Undirected
1722405,1177367,Undirected
1722405,1351019,Undirected
1722405,1930830,Undirected
1722405,1351337,Undirected
1722405,1148138,Undirected
1045893,1924855,Undirected
1045893,1391306,Undirected
1045893,2028792,Undirected
1045893,1651363,Undirected
1045893,1493401,Undirected
1045893,1896069,Undirected
1045893,1876432,Undirected
1045893,1627979,Undirected
1045893,2044224,Undirected
1045893,2114910,Undirected
1045893,1426610,Undirected
1045893,1230818,Undirected
2186915,2139257,Undirected
2186915,1281048,Undirected
2186915,1195077,Undirected
2186915,1793897,Undirected
2186915,1697464,Undirected
2186915,1133740,Undirected
2186915,1779005,Undirected
2186915,1080415,Undirected
2186915,1687354,Undirected
2186915,1735708,Undirected
2186915,1491829,Undirected
2186915,1368444,Undirected
2186915,1099282,Undirected
2186915,1956036,Undirected
2186915,1904812,Undirected
2186915,1316721,Undirected
2101492,1362420,Undirected
2101492,1749448,Undirected
2101492,1144069,Undirected
2101492,1858317,Undirected
2101492,1787998,Undirected
2101492,1497191,Undirected
2101492,1104789,Undirected
2101492,2061171,Undirected
2101492,1175462,Undirected
2101492,2015689,Undirected
2101492,1687024,Undirected
2101492,1371959,Undirected
2101492,1126482,Undirected
2101492,1802458,Undirected
1625688,1463585,Undirected
1625688,1820520,Undirected
1625688,2178853,Undirected
1625688,1064345,Undirected
1625688,1996227,Undirected
1625688,1475153,Undirected
1625688,2075823,Undirected
1625688,1191722,Undirected
1625688,1287953,Undirected
1716946,2044139,Undirected
1716946,1866678,Undirected
1716946,1007908,Undirected
1716946,1708594,Undirected
1716946,1955377,Undirected
1716946,1555238,Undirected
1716946,1896069,Undirected
1716946,1375110,Undirected
1716946,1583197,Undirected
1716946,1086771,Undirected
1716946,2082361,Undirected
1716946,1174923,Undirected
1716946,1721523,Undirected
1716946,1888812,Undirected
1716946,1975936,Undirected
1716946,1765421,Undirected
1599956,1208424,Undirected
1599956,1156325,Undirected
1599956,1957069,Undirected
1599956,1202595,Undirected
1599956,1407777,Undirected
1599956,1237604,Undirected
1599956,1706163,Undirected
1599956,1580494,Undirected
1599956,1078798,Undirected
1599956,1332179,Undirected
1599956,1555238,Undirected
1599956,1902104,Undirected
1599956,1491680,Undirected
1327759,1725539,Undirected
1327759,1197704,Undirected
1327759,1631428,Undirected
1327759,1412570,Undirected
1327759,1965384,Undirected
1327759,1725697,Undirected
1327759,1748246,Undirected
1327759,1771191,Undirected
1327759,1549741,Undirected
1327759,1414958,Undirected
1327759,1945632,Undirected
1327759,2128120,Undirected
1327759,1934261,Undirected
1327759,1230818,Undirected
1603012,1454350,Undirected
1603012,1640665,Undirected
1603012,1821535,Undirected
1603012,1715901,Undirected
1603012,1600228,Undirected
1603012,2084835,Undirected
1603012,1101420,Undirected
1603012,2076878,Undirected
1603012,1174503,Undirected
1603012,1170582,Undirected
1603012,2012662,Undirected
1603012,1546768,Undirected
1603012,1232859,Undirected
1709864,1489197,Undirected
1709864,1907116,Undirected
1709864,1961262,Undirected
1709864,1221712,Undirected
1709864,1126482,Undirected
1709864,1472602,Undirected
1709864,1093702,Undirected
1709864,1693988,Undirected
1709864,2051613,Undirected
1709864,1103614,Undirected
1709864,1724082,Undirected
1709864,1392009,Undirected
1709864,1834174,Undirected
1703984,1716953,Undirected
1703984,1701598,Undirected
1703984,1348642,Undirected
1703984,1285249,Undirected
1703984,1882428,Undirected
1703984,1219898,Undirected
1703984,1861518,Undirected
1703984,1672317,Undirected
1703984,1149823,Undirected
1703984,1749448,Undirected
1703984,2179423,Undirected
1703984,1583197,Undirected
2155984,1391306,Undirected
2155984,1308631,Undirected
2155984,1815874,Undirected
2155984,2005852,Undirected
2155984,1086771,Undirected
2155984,1543191,Undirected
2155984,1488352,Undirected
2155984,1569396,Undirected
2155984,1165464,Undirected
2155984,1167405,Undirected
1576142,1258119,Undirected
1576142,1582368,Undirected
1576142,1491680,Undirected
1576142,1158926,Undirected
1576142,1406067,Undirected
1576142,1099282,Undirected
1576142,1023197,Undirected
1576142,1452402,Undirected
1576142,1240624,Undirected
1576142,1649297,Undirected
1576142,2030105,Undirected
1654182,1401489,Undirected
1654182,1781497,Undirected
1654182,1806371,Undirected
1654182,1716953,Undirected
1654182,1149168,Undirected
1654182,1332134,Undirected
1654182,2032903,Undirected
1654182,1712573,Undirected
1654182,1517039,Undirected
1654182,1097951,Undirected
1677524,2157205,Undirected
1677524,1715901,Undirected
1677524,1689490,Undirected
1677524,1701713,Undirected
1677524,2012176,Undirected
1677524,1820513,Undirected
1677524,1693988,Undirected
1677524,1328293,Undirected
1677524,1745978,Undirected
1677524,1896069,Undirected
1677524,1230818,Undirected
1861518,1154412,Undirected
1861518,1471778,Undirected
1861518,1477669,Undirected
1861518,1708594,Undirected
1861518,1910166,Undirected
1861518,1351337,Undirected
1861518,1420952,Undirected
1861518,1119486,Undirected
1861518,1421203,Undirected
1861518,1174503,Undirected
1861518,2186668,Undirected
1861518,1592834,Undirected
1861518,2179423,Undirected
1861518,1621309,Undirected
1514551,2028792,Undirected
1514551,1530331,Undirected
1514551,1208424,Undirected
1514551,1144069,Undirected
1514551,1403950,Undirected
1514551,2179423,Undirected
1514551,1121415,Undirected
1514551,1154412,Undirected
1514551,1650010,Undirected
1514551,1131979,Undirected
1514551,1097259,Undirected
1514551,2176872,Undirected
1514551,2163680,Undirected
1514551,1377726,Undirected
1514551,1536503,Undirected
1514551,1345380,Undirected
1113322,1840783,Undirected
1113322,1846078,Undirected
1113322,1193723,Undirected
1113322,1580494,Undirected
1113322,1468478,Undirected
1113322,1731818,Undirected
1113322,1884731,Undirected
1113322,1791319,Undirected
1113322,1068855,Undirected
1113322,1374867,Undirected
1113322,1147450,Undirected
1113322,1749448,Undirected
1113322,1945632,Undirected
1113322,1182139,Undirected
1113322,1701804,Undirected
2063763,2143747,Undirected
2063763,2044139,Undirected
2063763,1493401,Undirected
2063763,1332179,Undirected
2063763,1651363,Undirected
2063763,2007967,Undirected
2063763,2044224,Undirected
2063763,1163000,Undirected
2063763,2163680,Undirected
2063763,1773686,Undirected
2063763,1752925,Undirected
2063763,1689490,Undirected
2063763,1165464,Undirected
1366638,1995184,Undirected
1366638,1463185,Undirected
1366638,1160275,Undirected
1366638,1420952,Undirected
1366638,1965384,Undirected
1366638,1118140,Undirected
1366638,1268773,Undirected
1366638,1752925,Undirected
1366638,1414958,Undirected
1366638,1093617,Undirected
1366638,2162755,Undirected
1366638,1834174,Undirected
1366638,1687670,Undirected
1366638,1497191,Undirected
1638260,1347122,Undirected
1638260,2125962,Undirected
1638260,1078798,Undirected
1638260,1411371,Undirected
1638260,2069630,Undirected
1638260,1762520,Undirected
1638260,1195428,Undirected
1638260,1297452,Undirected
1638260,1924855,Undirected
1638260,1779005,Undirected
1638260,1975772,Undirected
1638260,1868753,Undirected
1638260,1140186,Undirected
1638260,1351019,Undirected
1638260,2030598,Undirected
1429541,1414289,Undirected
1429541,1846078,Undirected
1429541,1453105,Undirected
1429541,1898397,Undirected
1429541,1375110,Undirected
1429541,2015689,Undirected
1429541,1529026,Undirected
1693469,1561258,Undirected
1693469,1005926,Undirected
1693469,2012176,Undirected
1693469,1544108,Undirected
1693469,1637136,Undirected
1693469,2000324,Undirected
1693469,2127503,Undirected
1693469,2052657,Undirected
1693469,1795742,Undirected
1693469,1497191,Undirected
1876432,1349457,Undirected
1876432,2053589,Undirected
1876432,1078999,Undirected
1876432,1000936,Undirected
1876432,2052657,Undirected
1876432,1621309,Undirected
1876432,1346608,Undirected
1876432,1334839,Undirected
1876432,1868753,Undirected
1876432,1483150,Undirected
1876432,1292198,Undirected
1876432,2105059,Undirected
1876432,1239179,Undirected
1244243,1376840,Undirected
1244243,1710550,Undirected
1244243,1232874,Undirected
1244243,2127503,Undirected
1244243,2000396,Undirected
1244243,1162607,Undirected
1244243,1487627,Undirected
1244243,1340834,Undirected
1244243,1648677,Undirected
1244243,1177561,Undirected
1244243,1517039,Undirected
1244243,1118140,Undirected
1244243,1716953,Undirected
1842301,1182139,Undirected
1842301,1488352,Undirected
1842301,1799685,Undirected
1842301,1780789,Undirected
1842301,1753775,Undirected
1842301,1177561,Undirected
1842301,1738428,Undirected
1842301,2127503,Undirected
1842301,1573361,Undirected
1842301,2099749,Undirected
1842301,1815874,Undirected
2000815,1723935,Undirected
2000815,1884731,Undirected
2000815,1733203,Undirected
2000815,1865982,Undirected
2000815,1731818,Undirected
2000815,1996227,Undirected
2000815,1721523,Undirected
2000815,1729341,Undirected
2000815,1415049,Undirected
2000815,1821535,Undirected
2000815,1477669,Undirected
2000815,1068855,Undirected
2000815,1004006,Undirected
2000815,1347122,Undirected
1999852,1781497,Undirected
1999852,1241845,Undirected
1999852,1840783,Undirected
1999852,1744600,Undirected
1999852,1237604,Undirected
1999852,1902104,Undirected
1999852,1325246,Undirected
1999852,1795623,Undirected
1546931,1325815,Undirected
1546931,1712065,Undirected
1546931,2163680,Undirected
1546931,1910166,Undirected
1546931,2030105,Undirected
1546931,1617497,Undirected
1546931,1297452,Undirected
1546931,1057235,Undirected
1546931,1230371,Undirected
1546931,1202595,Undirected
1546931,1403950,Undirected
1546931,1791626,Undirected
1546931,1008903,Undirected
1546931,1298937,Undirected
1546931,1902104,Undirected
1546931,1179100,Undirected
1546931,2068096,Undirected
1534221,2075823,Undirected
1534221,1147450,Undirected
1534221,1275871,Undirected
1534221,1397975,Undirected
1534221,1687024,Undirected
1534221,1884731,Undirected
1534221,2011368,Undirected
1534221,1807697,Undirected
1534221,1293093,Undirected
1534221,1741928,Undirected
1534221,1600228,Undirected
1534221,2002497,Undirected
1534221,1306730,Undirected
1268773,2032903,Undirected
1268773,1573361,Undirected
1268773,1497191,Undirected
1268773,1170582,Undirected
1268773,1710550,Undirected
1268773,2026878,Undirected
1268773,1004006,Undirected
1268773,1561258,Undirected
1268773,1149168,Undirected
1268773,1547052,Undirected
1268773,1834174,Undirected
1268773,1078718,Undirected
1268773,1285829,Undirected
1268773,1650010,Undirected
1268773,1915942,Undirected
1268773,1471758,Undirected
1268773,1599925,Undirected
1086771,2140379,Undirected
1086771,1463185,Undirected
1086771,1592972,Undirected
1086771,1806371,Undirected
1086771,1701713,Undirected
1163000,1013717,Undirected
1163000,1037189,Undirected
1163000,2176872,Undirected
1163000,1915942,Undirected
1163000,1348642,Undirected
1163000,1948038,Undirected
1163000,1489197,Undirected
1163000,1637136,Undirected
1163000,1737997,Undirected
1631346,1125782,Undirected
1631346,1200555,Undirected
1631346,1791609,Undirected
1631346,1237604,Undirected
1631346,2103996,Undirected
1631346,1733203,Undirected
1631346,1486222,Undirected
1631346,1003430,Undirected
1631346,1497891,Undirected
1631346,2005852,Undirected
1535505,2132166,Undirected
1535505,1333730,Undirected
1535505,1328293,Undirected
1535505,1795623,Undirected
1535505,1191722,Undirected
1535505,1275871,Undirected
1535505,1697464,Undirected
1535505,2032903,Undirected
1535505,1596326,Undirected
2158370,1544108,Undirected
2158370,1513399,Undirected
2158370,2007967,Undirected
2158370,1232748,Undirected
2158370,1606001,Undirected
2158370,1667036,Undirected
2158370,1081414,Undirected
2158370,1997872,Undirected
2158370,1401489,Undirected
2158370,1706163,Undirected
2158370,1258119,Undirected
2158370,1294198,Undirected
2158370,1240624,Undirected
2158370,1866678,Undirected
2158370,1797545,Undirected
2158370,1389612,Undirected
1610775,2061171,Undirected
1610775,1488565,Undirected
1610775,1850440,Undirected
1610775,1022353,Undirected
1610775,1551969,Undirected
1610775,1198028,Undirected
1610775,1156325,Undirected
1592972,1793897,Undirected
1592972,1153046,Undirected
1592972,2094309,Undirected
1592972,1961262,Undirected
1592972,1976549,Undirected
1592972,1308631,Undirected
1592972,2153038,Undirected
1592972,1421203,Undirected
1592972,2160372,Undirected
1592972,1754531,Undirected
1592972,1407777,Undirected
1592972,1585524,Undirected
1592972,1285829,Undirected
1592972,1712065,Undirected
1592972,1409260,Undirected
1592972,2093276,Undirected
1592972,1956036,Undirected
1592972,1662444,Undirected
1592972,1513399,Undirected
1592972,1530331,Undirected
1162607,1721523,Undirected
1162607,2137219,Undirected
1162607,1294198,Undirected
1162607,2084835,Undirected
1162607,1220896,Undirected
1162607,1414958,Undirected
1162607,1333730,Undirected
1162607,1600228,Undirected
1162607,1008903,Undirected
1162607,2002497,Undirected
1162607,2176354,Undirected
1597007,1608739,Undirected
1597007,1217083,Undirected
1597007,1202595,Undirected
1597007,1015527,Undirected
1597007,1585395,Undirected
1597007,1577688,Undirected
1597007,1334839,Undirected
1597007,1898131,Undirected
1597007,1489197,Undirected
1597007,1795742,Undirected
1597007,1291285,Undirected
1597007,1369164,Undirected
1884731,1141138,Undirected
1884731,1345566,Undirected
1884731,1715901,Undirected
1884731,2153038,Undirected
1884731,1621309,Undirected
1884731,1097912,Undirected
1219898,1608474,Undirected
1219898,1062368,Undirected
2011045,1181500,Undirected
2011045,1421203,Undirected
2011045,1375110,Undirected
2011045,1391306,Undirected
2011045,1208424,Undirected
2011045,1345380,Undirected
2011045,2086325,Undirected
2012176,1028493,Undirected
2012176,1391659,Undirected
2012176,2099749,Undirected
2012176,2032903,Undirected
2012176,1246023,Undirected
2012176,1346608,Undirected
2012176,1015527,Undirected
2012176,1823887,Undirected
2012176,1879689,Undirected
2012176,1655347,Undirected
2082361,1586157,Undirected
2082361,1101420,Undirected
2082361,1415732,Undirected
2082361,1401489,Undirected
2082361,2049261,Undirected
2082361,1831253,Undirected
2082361,1850440,Undirected
2082361,1406067,Undirected
2082361,1368444,Undirected
1606001,1208345,Undirected
1606001,1888812,Undirected
1606001,1910166,Undirected
1606001,1517039,Undirected
1606001,2125962,Undirected
1606001,1377722,Undirected
1606001,1003430,Undirected
1606001,1701598,Undirected
1606001,1741928,Undirected
1606001,2116289,Undirected
1421203,2081434,Undirected
1421203,1179100,Undirected
1421203,1160275,Undirected
1421203,1294198,Undirected
1421203,1392135,Undirected
1421203,1483111,Undirected
1421203,1738428,Undirected
1421203,1569396,Undirected
1421203,1933066,Undirected
1421203,1865982,Undirected
1804800,1651363,Undirected
1804800,1662444,Undirected
1804800,2128120,Undirected
1804800,1637763,Undirected
1804800,1513399,Undirected
1804800,2013164,Undirected
1804800,1057235,Undirected
1804800,1724082,Undirected
1804800,1735708,Undirected
1804800,2012662,Undirected
1804800,1202455,Undirected
1804800,1797545,Undirected
1804800,1831481,Undirected
1804800,1476957,Undirected
1702049,1620428,Undirected
1702049,1288482,Undirected
1702049,1403950,Undirected
1702049,2145287,Undirected
1702049,1551969,Undirected
1702049,1658169,Undirected
1702049,2016056,Undirected
1702049,2007967,Undirected
1702049,1392135,Undirected
1702049,2031535,Undirected
1702049,1414289,Undirected
1702049,1097912,Undirected
1411371,1544108,Undirected
1411371,1162867,Undirected
1411371,1133740,Undirected
1411371,1195428,Undirected
1411371,1128196,Undirected
1411371,1975936,Undirected
1411371,2047827,Undirected
1411371,1333730,Undirected
1411371,1726534,Undirected
1411371,1753775,Undirected
1411371,2099749,Undirected
1411371,2030598,Undirected
1411371,1275871,Undirected
